id;name;id;insert into internal_products (odoo_id,product_id);insert into products (id,description)
__export__.product_template_24227_f3807d7b;Honor Magic7 Lite 5G DS 8/512GB Purple;410;"('__export__.product_template_24227_f3807d7b',410);";"(410,'Honor Magic7 Lite 5G DS 8/512GB Purple');"
__export__.product_template_22517_d259b447;Honor Magic7 Lite 5G DS 8/512GB Titanium Black;411;"('__export__.product_template_22517_d259b447',411);";"(411,'Honor Magic7 Lite 5G DS 8/512GB Titanium Black');"
__export__.product_template_23545_2d28fe87;Honor Magic7 Lite 5G DS 8/512GB Titanium Purple;412;"('__export__.product_template_23545_2d28fe87',412);";"(412,'Honor Magic7 Lite 5G DS 8/512GB Titanium Purple');"
__export__.product_template_16057_b2c09ddf;Honor Magic7 Pro 5G DS 12/512GB Black;413;"('__export__.product_template_16057_b2c09ddf',413);";"(413,'Honor Magic7 Pro 5G DS 12/512GB Black');"
__export__.product_template_24228_21216f4a;Honor Magic7 Pro 5G DS 12/512GB Blue;414;"('__export__.product_template_24228_21216f4a',414);";"(414,'Honor Magic7 Pro 5G DS 12/512GB Blue');"
__export__.product_template_22519_ca9477dc;Honor Magic7 Pro 5G DS 12/512GB Grey;415;"('__export__.product_template_22519_ca9477dc',415);";"(415,'Honor Magic7 Pro 5G DS 12/512GB Grey');"
__export__.product_template_24834_d7f189d7;Honor Pad X8A 11 4/128GB WiFi Space Grey;416;"('__export__.product_template_24834_d7f189d7',416);";"(416,'Honor Pad X8A 11 4/128GB WiFi Space Grey');"
__export__.product_template_22298_4010fa07;Honor SuperCharge Power Adapter 100W White;417;"('__export__.product_template_22298_4010fa07',417);";"(417,'Honor SuperCharge Power Adapter 100W White');"
__export__.product_template_23173_e5446008;Honor SuperCharge Power Adapter 66W White;418;"('__export__.product_template_23173_e5446008',418);";"(418,'Honor SuperCharge Power Adapter 66W White');"
__export__.product_template_24306_9fe86380;Honor Watch 4 Black;419;"('__export__.product_template_24306_9fe86380',419);";"(419,'Honor Watch 4 Black');"
__export__.product_template_14427_dfecedd5;Honor X6b DS 4/128GB LTE Midnight Black;420;"('__export__.product_template_14427_dfecedd5',420);";"(420,'Honor X6b DS 4/128GB LTE Midnight Black');"
__export__.product_template_23961_d1f4abf2;Honor X8c DS 8/256GB LTE Black;421;"('__export__.product_template_23961_d1f4abf2',421);";"(421,'Honor X8c DS 8/256GB LTE Black');"
__export__.product_template_23962_f55becdd;Honor X8c DS 8/256GB LTE Green;422;"('__export__.product_template_23962_f55becdd',422);";"(422,'Honor X8c DS 8/256GB LTE Green');"
__export__.product_template_19483_ad4a62df;Hotwav Cyber 13 4G DS 8/128Gb Black NFC;423;"('__export__.product_template_19483_ad4a62df',423);";"(423,'Hotwav Cyber 13 4G DS 8/128Gb Black NFC');"
__export__.product_template_19484_2cd137ed;Hotwav Cyber 13 4G DS 8/128Gb Orange NFC;424;"('__export__.product_template_19484_2cd137ed',424);";"(424,'Hotwav Cyber 13 4G DS 8/128Gb Orange NFC');"
__export__.product_template_19592_639575b2;Hotwav Cyber 15 4G DS 12/256Gb Black NFC;425;"('__export__.product_template_19592_639575b2',425);";"(425,'Hotwav Cyber 15 4G DS 12/256Gb Black NFC');"
__export__.product_template_19593_64a70579;Hotwav Cyber 15 4G DS 12/256Gb Gold NFC;426;"('__export__.product_template_19593_64a70579',426);";"(426,'Hotwav Cyber 15 4G DS 12/256Gb Gold NFC');"
__export__.product_template_24352_0b60ef33;Hotwav Cyber 16 pro 4G DS 8/512Gb Black NFC;427;"('__export__.product_template_24352_0b60ef33',427);";"(427,'Hotwav Cyber 16 pro 4G DS 8/512Gb Black NFC');"
__export__.product_template_24351_db8e51d5;Hotwav Cyber 16 pro 4G DS 8/512Gb Gold NFC;428;"('__export__.product_template_24351_db8e51d5',428);";"(428,'Hotwav Cyber 16 pro 4G DS 8/512Gb Gold NFC');"
__export__.product_template_22487_2bf7d1ba;Hotwav Hyper 7 5G DS 8/256Gb Black NFC;429;"('__export__.product_template_22487_2bf7d1ba',429);";"(429,'Hotwav Hyper 7 5G DS 8/256Gb Black NFC');"
__export__.product_template_22488_3ba9728e;Hotwav Hyper 7 5G DS 8/256Gb Yellow NFC;430;"('__export__.product_template_22488_3ba9728e',430);";"(430,'Hotwav Hyper 7 5G DS 8/256Gb Yellow NFC');"
__export__.product_template_19480_b3596c93;Hotwav Hyper 7 Pro 5G DS 16/256Gb Black NFC;431;"('__export__.product_template_19480_b3596c93',431);";"(431,'Hotwav Hyper 7 Pro 5G DS 16/256Gb Black NFC');"
__export__.product_template_19481_5facf9fa;Hotwav Hyper 7 Pro 5G DS 16/256Gb Red NFC;432;"('__export__.product_template_19481_5facf9fa',432);";"(432,'Hotwav Hyper 7 Pro 5G DS 16/256Gb Red NFC');"
__export__.product_template_24350_8abfd46c;Hotwav Hyper 7S 5G DS 4/256Gb Black NFC;433;"('__export__.product_template_24350_8abfd46c',433);";"(433,'Hotwav Hyper 7S 5G DS 4/256Gb Black NFC');"
__export__.product_template_24349_afc0b608;Hotwav Hyper 7S 5G DS 4/256Gb Yellow NFC;434;"('__export__.product_template_24349_afc0b608',434);";"(434,'Hotwav Hyper 7S 5G DS 4/256Gb Yellow NFC');"
__export__.product_template_23068_2d605ef7;Hotwav Keybord PAD 11 QWERTY Clavier Bluetooth Black;435;"('__export__.product_template_23068_2d605ef7',435);";"(435,'Hotwav Keybord PAD 11 QWERTY Clavier Bluetooth Black');"
__export__.product_template_19498_561d5306;Hotwav Note 13 4G DS 4/128Gb Blue;436;"('__export__.product_template_19498_561d5306',436);";"(436,'Hotwav Note 13 4G DS 4/128Gb Blue');"
__export__.product_template_19496_15d47ad2;Hotwav Note 13 4G DS 4/128Gb Dark Grey;437;"('__export__.product_template_19496_15d47ad2',437);";"(437,'Hotwav Note 13 4G DS 4/128Gb Dark Grey');"
__export__.product_template_19497_1b1ae428;Hotwav Note 13 4G DS 4/128Gb Purple;438;"('__export__.product_template_19497_1b1ae428',438);";"(438,'Hotwav Note 13 4G DS 4/128Gb Purple');"
__export__.product_template_19499_d2735e1f;Hotwav Note 13 Max 4G DS 6/256Gb Phantom Black;439;"('__export__.product_template_19499_d2735e1f',439);";"(439,'Hotwav Note 13 Max 4G DS 6/256Gb Phantom Black');"
__export__.product_template_19501_72ce211b;Hotwav Note 13 Max 4G DS 6/256Gb Radiant Purple;440;"('__export__.product_template_19501_72ce211b',440);";"(440,'Hotwav Note 13 Max 4G DS 6/256Gb Radiant Purple');"
__export__.product_template_19534_f43d1c54;Hotwav Note 13 Max 4G DS 6/256Gb Titan Gold;441;"('__export__.product_template_19534_f43d1c54',441);";"(441,'Hotwav Note 13 Max 4G DS 6/256Gb Titan Gold');"
__export__.product_template_19493_25ac670d;Hotwav Note 15 4G DS 4/64Gb Black;442;"('__export__.product_template_19493_25ac670d',442);";"(442,'Hotwav Note 15 4G DS 4/64Gb Black');"
__export__.product_template_19495_a4c07a13;Hotwav Note 15 4G DS 4/64Gb Indigo;443;"('__export__.product_template_19495_a4c07a13',443);";"(443,'Hotwav Note 15 4G DS 4/64Gb Indigo');"
__export__.product_template_19494_f2d719f8;Hotwav Note 15 4G DS 4/64Gb Ocean Blue;444;"('__export__.product_template_19494_f2d719f8',444);";"(444,'Hotwav Note 15 4G DS 4/64Gb Ocean Blue');"
__export__.product_template_19488_1fc57a95;Hotwav Note 15 pro 4G DS 4/128Gb Black;445;"('__export__.product_template_19488_1fc57a95',445);";"(445,'Hotwav Note 15 pro 4G DS 4/128Gb Black');"
__export__.product_template_19492_758a9639;Hotwav Note 15 pro 4G DS 4/128Gb Mint Blue;446;"('__export__.product_template_19492_758a9639',446);";"(446,'Hotwav Note 15 pro 4G DS 4/128Gb Mint Blue');"
__export__.product_template_19491_a26986bf;Hotwav Note 15 pro 4G DS 4/128Gb Phantom Blue;447;"('__export__.product_template_19491_a26986bf',447);";"(447,'Hotwav Note 15 pro 4G DS 4/128Gb Phantom Blue');"
__export__.product_template_22489_8857fb3d;Hotwav Note 16 4G DS 4/64Gb Black 6,9'';448;"('__export__.product_template_22489_8857fb3d',448);";"(448,'Hotwav Note 16 4G DS 4/64Gb Black 6,9''');"
__export__.product_template_22490_7ce31ae8;Hotwav Note 16 4G DS 4/64Gb Blue 6,9'';449;"('__export__.product_template_22490_7ce31ae8',449);";"(449,'Hotwav Note 16 4G DS 4/64Gb Blue 6,9''');"
__export__.product_template_22491_ee396bb9;Hotwav Note 16 4G DS 4/64Gb Gold 6,9'';450;"('__export__.product_template_22491_ee396bb9',450);";"(450,'Hotwav Note 16 4G DS 4/64Gb Gold 6,9''');"
__export__.product_template_22492_8fdb3c24;Hotwav Note 16 Pro 4G DS 4/128Gb Black 6,9'';451;"('__export__.product_template_22492_8fdb3c24',451);";"(451,'Hotwav Note 16 Pro 4G DS 4/128Gb Black 6,9''');"
__export__.product_template_22493_7076af13;Hotwav Note 16 Pro 4G DS 4/128Gb Gold 6,9'';452;"('__export__.product_template_22493_7076af13',452);";"(452,'Hotwav Note 16 Pro 4G DS 4/128Gb Gold 6,9''');"
__export__.product_template_22494_13bcbb56;Hotwav Note 16 Pro 4G DS 4/128Gb Red 6,9'';453;"('__export__.product_template_22494_13bcbb56',453);";"(453,'Hotwav Note 16 Pro 4G DS 4/128Gb Red 6,9''');"
__export__.product_template_24358_c68eef03;Hotwav Note 18 GT 4G DS 8/256Gb Black 7,2'' NFC;454;"('__export__.product_template_24358_c68eef03',454);";"(454,'Hotwav Note 18 GT 4G DS 8/256Gb Black 7,2'' NFC');"
__export__.product_template_24580_4f49c893;Hotwav Note 18 GT 4G DS 8/256Gb Desert Gold 7,2'';455;"('__export__.product_template_24580_4f49c893',455);";"(455,'Hotwav Note 18 GT 4G DS 8/256Gb Desert Gold 7,2''');"
__export__.product_template_24357_bd8ee6ef;Hotwav Note 18 GT 4G DS 8/256Gb Gold 7,2'' NFC;456;"('__export__.product_template_24357_bd8ee6ef',456);";"(456,'Hotwav Note 18 GT 4G DS 8/256Gb Gold 7,2'' NFC');"
__export__.product_template_24356_a5ebd688;Hotwav Note 18 GT 4G DS 8/256Gb Green 7,2'' NFC;457;"('__export__.product_template_24356_a5ebd688',457);";"(457,'Hotwav Note 18 GT 4G DS 8/256Gb Green 7,2'' NFC');"
__export__.product_template_24579_3646e684;Hotwav Note 18 GT 4G DS 8/256Gb Midnight Black 7,2'';458;"('__export__.product_template_24579_3646e684',458);";"(458,'Hotwav Note 18 GT 4G DS 8/256Gb Midnight Black 7,2''');"
__export__.product_template_24581_966c4c24;Hotwav Note 18 GT 4G DS 8/256Gb Mint Green 7,2'';459;"('__export__.product_template_24581_966c4c24',459);";"(459,'Hotwav Note 18 GT 4G DS 8/256Gb Mint Green 7,2''');"
__export__.product_template_24353_ca44a8e9;Hotwav Note 18 Pro 4G DS 4/128Gb Black 7,2'' NFC;460;"('__export__.product_template_24353_ca44a8e9',460);";"(460,'Hotwav Note 18 Pro 4G DS 4/128Gb Black 7,2'' NFC');"
__export__.product_template_24354_8c20ba38;Hotwav Note 18 Pro 4G DS 4/128Gb Gold 7,2'' NFC;461;"('__export__.product_template_24354_8c20ba38',461);";"(461,'Hotwav Note 18 Pro 4G DS 4/128Gb Gold 7,2'' NFC');"
__export__.product_template_24355_dbf53244;Hotwav Note 18 Pro 4G DS 4/128Gb Green 7,2'' NFC;462;"('__export__.product_template_24355_dbf53244',462);";"(462,'Hotwav Note 18 Pro 4G DS 4/128Gb Green 7,2'' NFC');"
__export__.product_template_24576_c786dc3d;Hotwav Note 18 Pro 4G DS 6/128Gb Desert Gold 7,2'';463;"('__export__.product_template_24576_c786dc3d',463);";"(463,'Hotwav Note 18 Pro 4G DS 6/128Gb Desert Gold 7,2''');"
__export__.product_template_24578_653adba5;Hotwav Note 18 Pro 4G DS 6/128Gb Midnight Black 7,2'';464;"('__export__.product_template_24578_653adba5',464);";"(464,'Hotwav Note 18 Pro 4G DS 6/128Gb Midnight Black 7,2''');"
__export__.product_template_24577_f03c8bf0;Hotwav Note 18 Pro 4G DS 6/128Gb Mint Green 7,2'';465;"('__export__.product_template_24577_f03c8bf0',465);";"(465,'Hotwav Note 18 Pro 4G DS 6/128Gb Mint Green 7,2''');"
__export__.product_template_19485_cbd48b79;Hotwav T7 4G DS 4/128Gb Black;466;"('__export__.product_template_19485_cbd48b79',466);";"(466,'Hotwav T7 4G DS 4/128Gb Black');"
__export__.product_template_19486_6d199811;Hotwav T7 4G DS 4/128Gb Red;467;"('__export__.product_template_19486_6d199811',467);";"(467,'Hotwav T7 4G DS 4/128Gb Red');"
__export__.product_template_19511_ee79dbe9;Hotwav T7 pro 4G DS 6/256Gb Black NFC;468;"('__export__.product_template_19511_ee79dbe9',468);";"(468,'Hotwav T7 pro 4G DS 6/256Gb Black NFC');"
__export__.product_template_19487_42b60285;Hotwav T7 pro 4G DS 6/256Gb Orange NFC;469;"('__export__.product_template_19487_42b60285',469);";"(469,'Hotwav T7 pro 4G DS 6/256Gb Orange NFC');"
__export__.product_template_19594_6b657d32;Hotwav T7S 4G DS 4/128Gb Black;470;"('__export__.product_template_19594_6b657d32',470);";"(470,'Hotwav T7S 4G DS 4/128Gb Black');"
__export__.product_template_19595_9122738e;Hotwav T7S 4G DS 4/128Gb Green;471;"('__export__.product_template_19595_9122738e',471);";"(471,'Hotwav T7S 4G DS 4/128Gb Green');"
__export__.product_template_23067_a72b3da2;"Hotwav TAB PAD 11 11"" 6/256Gb Grey LTE";472;"('__export__.product_template_23067_a72b3da2',472);";"(472,'Hotwav TAB PAD 11 11"" 6/256Gb Grey LTE');"
__export__.product_template_22495_71355787;"Hotwav TAB R10 Pro 10.1"" 8/256Gb Black LTE";473;"('__export__.product_template_22495_71355787',473);";"(473,'Hotwav TAB R10 Pro 10.1"" 8/256Gb Black LTE');"
__export__.product_template_22496_ee31abae;"Hotwav TAB R10 Pro 10.1"" 8/256Gb Orange LTE";474;"('__export__.product_template_22496_ee31abae',474);";"(474,'Hotwav TAB R10 Pro 10.1"" 8/256Gb Orange LTE');"
__export__.product_template_19507_3fa1dfab;"Hotwav TAB R7 10.1"" 6/256Gb Grey LTE";475;"('__export__.product_template_19507_3fa1dfab',475);";"(475,'Hotwav TAB R7 10.1"" 6/256Gb Grey LTE');"
__export__.product_template_19579_2eae3c5c;"Hotwav TAB R7 10.1"" 6/256Gb Orange LTE";476;"('__export__.product_template_19579_2eae3c5c',476);";"(476,'Hotwav TAB R7 10.1"" 6/256Gb Orange LTE');"
__export__.product_template_19580_7069a561;"Hotwav TAB R8 10.1"" 4/128Gb Black LTE";477;"('__export__.product_template_19580_7069a561',477);";"(477,'Hotwav TAB R8 10.1"" 4/128Gb Black LTE');"
__export__.product_template_19596_8e19d61a;"Hotwav TAB R8 10.1"" 4/128Gb Orange LTE";478;"('__export__.product_template_19596_8e19d61a',478);";"(478,'Hotwav TAB R8 10.1"" 4/128Gb Orange LTE');"
__export__.product_template_24359_8a080a15;"Hotwav TAB R9 Plus 11"" 8/512Gb Black LTE";479;"('__export__.product_template_24359_8a080a15',479);";"(479,'Hotwav TAB R9 Plus 11"" 8/512Gb Black LTE');"
__export__.product_template_24360_f6299f3c;"Hotwav TAB R9 Plus 11"" 8/512Gb Red LTE";480;"('__export__.product_template_24360_f6299f3c',480);";"(480,'Hotwav TAB R9 Plus 11"" 8/512Gb Red LTE');"
__export__.product_template_19535_7cab2b8a;"Hotwav TAB R9 Pro 11"" 6/256Gb Black LTE";481;"('__export__.product_template_19535_7cab2b8a',481);";"(481,'Hotwav TAB R9 Pro 11"" 6/256Gb Black LTE');"
__export__.product_template_19518_0cc3f6f5;"Hotwav TAB R9 Pro 11"" 6/256Gb Red LTE";482;"('__export__.product_template_19518_0cc3f6f5',482);";"(482,'Hotwav TAB R9 Pro 11"" 6/256Gb Red LTE');"
__export__.product_template_23963_ab0c8333;JBL Charge 5 Black;483;"('__export__.product_template_23963_ab0c8333',483);";"(483,'JBL Charge 5 Black');"
__export__.product_template_23791_250b4b0a;JBL Charge 6 Black;484;"('__export__.product_template_23791_250b4b0a',484);";"(484,'JBL Charge 6 Black');"
__export__.product_template_23792_e7f65ddb;JBL Charge 6 Blue;485;"('__export__.product_template_23792_e7f65ddb',485);";"(485,'JBL Charge 6 Blue');"
__export__.product_template_22968_9fbce52e;JBL Charge 6 Pink;486;"('__export__.product_template_22968_9fbce52e',486);";"(486,'JBL Charge 6 Pink');"
__export__.product_template_24307_d45cc274;JBL Charge 6 Purple;487;"('__export__.product_template_24307_d45cc274',487);";"(487,'JBL Charge 6 Purple');"
__export__.product_template_24308_85c17e54;JBL Charge 6 Red;488;"('__export__.product_template_24308_85c17e54',488);";"(488,'JBL Charge 6 Red');"
__export__.product_template_24309_78d95ab5;JBL Charge 6 Squad;489;"('__export__.product_template_24309_78d95ab5',489);";"(489,'JBL Charge 6 Squad');"
__export__.product_template_23793_ed10aefa;JBL Charge 6 White;490;"('__export__.product_template_23793_ed10aefa',490);";"(490,'JBL Charge 6 White');"
__export__.product_template_23794_49b7097b;JBL Flip 7 Black;491;"('__export__.product_template_23794_49b7097b',491);";"(491,'JBL Flip 7 Black');"
__export__.product_template_23332_a57b7174;JBL Flip 7 Blue;492;"('__export__.product_template_23332_a57b7174',492);";"(492,'JBL Flip 7 Blue');"
__export__.product_template_24057_8b9f0f92;JBL Flip 7 Pink;493;"('__export__.product_template_24057_8b9f0f92',493);";"(493,'JBL Flip 7 Pink');"
__export__.product_template_23279_ec87ebe8;JBL Flip 7 Purple;494;"('__export__.product_template_23279_ec87ebe8',494);";"(494,'JBL Flip 7 Purple');"
__export__.product_template_22974_dd0ec066;JBL Flip 7 Red;495;"('__export__.product_template_22974_dd0ec066',495);";"(495,'JBL Flip 7 Red');"
__export__.product_template_23964_a5ad959b;JBL Flip 7 Squad;496;"('__export__.product_template_23964_a5ad959b',496);";"(496,'JBL Flip 7 Squad');"
__export__.product_template_23795_10e2f7e1;JBL Flip 7 White;497;"('__export__.product_template_23795_10e2f7e1',497);";"(497,'JBL Flip 7 White');"
__export__.product_template_24058_04e9185a;JBL Go Essential 2 Bluetooth Speaker Black;498;"('__export__.product_template_24058_04e9185a',498);";"(498,'JBL Go Essential 2 Bluetooth Speaker Black');"
__export__.product_template_22306_a8fe3bc1;JBL Link Portable Grey;499;"('__export__.product_template_22306_a8fe3bc1',499);";"(499,'JBL Link Portable Grey');"
__export__.product_template_14332_53f5ce2b;JBL Live 670NC Over Ear Bluetooth Headset Black;500;"('__export__.product_template_14332_53f5ce2b',500);";"(500,'JBL Live 670NC Over Ear Bluetooth Headset Black');"
__export__.product_template_24059_0c14061b;JBL Live 670NC Over Ear Bluetooth Headset White;501;"('__export__.product_template_24059_0c14061b',501);";"(501,'JBL Live 670NC Over Ear Bluetooth Headset White');"
__export__.product_template_24060_42e46460;JBL Live 770NC Over Ear Bluetooth Headset Black;502;"('__export__.product_template_24060_42e46460',502);";"(502,'JBL Live 770NC Over Ear Bluetooth Headset Black');"
__export__.product_template_24061_f9f464f0;JBL Live Pro 2 Black;503;"('__export__.product_template_24061_f9f464f0',503);";"(503,'JBL Live Pro 2 Black');"
__export__.product_template_22695_6d079591;JBL Tour One M2 Black;504;"('__export__.product_template_22695_6d079591',504);";"(504,'JBL Tour One M2 Black');"
